gene_ref	gene_id	gene_name	condition_1	condition_2	isoformUpregulated	isoformDownregulated	iso_ref_up	iso_ref_down	featureCompared	isoformsDifferent	switchConsequence	isoPair	cell_line_comparison	featureCompared2
geneComp_00034041	ENSG00000087995.16	METTL2A	acquired_resistant	sensitive	ENST00000311506.10	ENST00000616852.1	isoComp_00186455	isoComp_00186458	intron_retention	True	Intron retention gain	ENST00000311506.10 ENST00000616852.1	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034041	ENSG00000087995.16	METTL2A	acquired_resistant	sensitive	ENST00000311506.10	ENST00000616852.1	isoComp_00186455	isoComp_00186458	5_utr_seq_similarity	True	5UTR is shorter	ENST00000311506.10 ENST00000616852.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00034041	ENSG00000087995.16	METTL2A	acquired_resistant	sensitive	ENST00000311506.10	ENST00000616852.1	isoComp_00186455	isoComp_00186458	3_utr_seq_similarity	True	3UTR is longer	ENST00000311506.10 ENST00000616852.1	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00034090	ENSG00000089053.13	ANAPC5	acquired_resistant	sensitive	ENST00000534976.5	ENST00000261819.8	isoComp_00186921	isoComp_00186917	tts	True	Tts more upstream	ENST00000534976.5 ENST00000261819.8	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00034090	ENSG00000089053.13	ANAPC5	acquired_resistant	sensitive	ENST00000534976.5	ENST00000261819.8	isoComp_00186921	isoComp_00186917	intron_structure	True		ENST00000534976.5 ENST00000261819.8	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00034090	ENSG00000089053.13	ANAPC5	acquired_resistant	sensitive	ENST00000534976.5	ENST00000261819.8	isoComp_00186921	isoComp_00186917	exon_number	True	Exon loss	ENST00000534976.5 ENST00000261819.8	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00034090	ENSG00000089053.13	ANAPC5	acquired_resistant	sensitive	ENST00000534976.5	ENST00000261819.8	isoComp_00186921	isoComp_00186917	intron_retention	True	Intron retention gain	ENST00000534976.5 ENST00000261819.8	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034090	ENSG00000089053.13	ANAPC5	acquired_resistant	sensitive	ENST00000534976.5	ENST00000261819.8	isoComp_00186921	isoComp_00186917	5_utr_seq_similarity	True	5UTR is longer	ENST00000534976.5 ENST00000261819.8	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00034090	ENSG00000089053.13	ANAPC5	acquired_resistant	sensitive	ENST00000534976.5	ENST00000261819.8	isoComp_00186921	isoComp_00186917	3_utr_seq_similarity	True	3UTR is longer	ENST00000534976.5 ENST00000261819.8	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00034259	ENSG00000092969.12	TGFB2	acquired_resistant	sensitive	ENST00000366930.9	MSTRG.2646.4	isoComp_00188817	isoComp_00188820	tss	True	Tss more upstream	ENST00000366930.9 MSTRG.2646.4	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00034259	ENSG00000092969.12	TGFB2	acquired_resistant	sensitive	ENST00000366930.9	MSTRG.2646.4	isoComp_00188817	isoComp_00188820	intron_structure	True		ENST00000366930.9 MSTRG.2646.4	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00034259	ENSG00000092969.12	TGFB2	acquired_resistant	sensitive	ENST00000366930.9	MSTRG.2646.4	isoComp_00188817	isoComp_00188820	intron_retention	True	Intron retention loss	ENST00000366930.9 MSTRG.2646.4	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034259	ENSG00000092969.12	TGFB2	acquired_resistant	sensitive	ENST00000366930.9	MSTRG.2646.4	isoComp_00188817	isoComp_00188820	5_utr_seq_similarity	True	5UTR is shorter	ENST00000366930.9 MSTRG.2646.4	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00034534	ENSG00000100376.12	FAM118A	acquired_resistant	sensitive	MSTRG.19186.1	ENST00000441876.7	isoComp_00191353	isoComp_00191342	tss	True	Tss more upstream	MSTRG.19186.1 ENST00000441876.7	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00034534	ENSG00000100376.12	FAM118A	acquired_resistant	sensitive	MSTRG.19186.1	ENST00000441876.7	isoComp_00191353	isoComp_00191342	intron_structure	True		MSTRG.19186.1 ENST00000441876.7	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00034534	ENSG00000100376.12	FAM118A	acquired_resistant	sensitive	MSTRG.19186.1	ENST00000441876.7	isoComp_00191353	isoComp_00191342	exon_number	True	Exon gain	MSTRG.19186.1 ENST00000441876.7	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00034534	ENSG00000100376.12	FAM118A	acquired_resistant	sensitive	MSTRG.19186.1	ENST00000441876.7	isoComp_00191353	isoComp_00191342	intron_retention	True	Intron retention gain	MSTRG.19186.1 ENST00000441876.7	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034534	ENSG00000100376.12	FAM118A	acquired_resistant	sensitive	MSTRG.19186.1	ENST00000441876.7	isoComp_00191353	isoComp_00191342	5_utr_seq_similarity	True	5UTR is longer	MSTRG.19186.1 ENST00000441876.7	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00034534	ENSG00000100376.12	FAM118A	acquired_resistant	sensitive	MSTRG.19186.1	ENST00000441876.7	isoComp_00191353	isoComp_00191342	3_utr_seq_similarity	True	3UTR is longer	MSTRG.19186.1 ENST00000441876.7	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00034534	ENSG00000100376.12	FAM118A	acquired_resistant	sensitive	MSTRG.19186.6	ENST00000441876.7	isoComp_00191354	isoComp_00191342	intron_structure	True		MSTRG.19186.6 ENST00000441876.7	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00034534	ENSG00000100376.12	FAM118A	acquired_resistant	sensitive	MSTRG.19186.6	ENST00000441876.7	isoComp_00191354	isoComp_00191342	exon_number	True	Exon loss	MSTRG.19186.6 ENST00000441876.7	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00034540	ENSG00000100395.15	L3MBTL2	acquired_resistant	sensitive	ENST00000479978.5	ENST00000216237.10	isoComp_00191398	isoComp_00191392	exon_number	True	Exon loss	ENST00000479978.5 ENST00000216237.10	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00034540	ENSG00000100395.15	L3MBTL2	acquired_resistant	sensitive	ENST00000479978.5	ENST00000216237.10	isoComp_00191398	isoComp_00191392	intron_retention	True	Intron retention gain	ENST00000479978.5 ENST00000216237.10	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034540	ENSG00000100395.15	L3MBTL2	acquired_resistant	sensitive	ENST00000479978.5	ENST00000216237.10	isoComp_00191398	isoComp_00191392	5_utr_seq_similarity	True	5UTR is longer	ENST00000479978.5 ENST00000216237.10	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00034540	ENSG00000100395.15	L3MBTL2	acquired_resistant	sensitive	ENST00000479978.5	ENST00000216237.10	isoComp_00191398	isoComp_00191392	3_utr_seq_similarity	True	3UTR is longer	ENST00000479978.5 ENST00000216237.10	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00034771	ENSG00000101544.9	ADNP2	acquired_resistant	sensitive	ENST00000262198.9	MSTRG.13771.6	isoComp_00193701	isoComp_00193706	tss	True	Tss more upstream	ENST00000262198.9 MSTRG.13771.6	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00034771	ENSG00000101544.9	ADNP2	acquired_resistant	sensitive	ENST00000262198.9	MSTRG.13771.6	isoComp_00193701	isoComp_00193706	intron_structure	True		ENST00000262198.9 MSTRG.13771.6	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00034771	ENSG00000101544.9	ADNP2	acquired_resistant	sensitive	ENST00000262198.9	MSTRG.13771.6	isoComp_00193701	isoComp_00193706	exon_number	True	Exon gain	ENST00000262198.9 MSTRG.13771.6	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00034771	ENSG00000101544.9	ADNP2	acquired_resistant	sensitive	ENST00000262198.9	MSTRG.13771.6	isoComp_00193701	isoComp_00193706	intron_retention	True	Intron retention gain	ENST00000262198.9 MSTRG.13771.6	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034771	ENSG00000101544.9	ADNP2	acquired_resistant	sensitive	ENST00000262198.9	MSTRG.13771.6	isoComp_00193701	isoComp_00193706	5_utr_seq_similarity	True	5UTR is shorter	ENST00000262198.9 MSTRG.13771.6	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00034891	ENSG00000102580.15	DNAJC3	acquired_resistant	sensitive	MSTRG.7688.1	ENST00000602402.6	isoComp_00194656	isoComp_00194655	exon_number	True	Exon gain	MSTRG.7688.1 ENST00000602402.6	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00034891	ENSG00000102580.15	DNAJC3	acquired_resistant	sensitive	MSTRG.7688.1	ENST00000602402.6	isoComp_00194656	isoComp_00194655	intron_retention	True	Intron retention loss	MSTRG.7688.1 ENST00000602402.6	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034914	ENSG00000102870.6	ZNF629	acquired_resistant	sensitive	ENST00000262525.6	MSTRG.10780.1	isoComp_00194845	isoComp_00194846	exon_number	True	Exon gain	ENST00000262525.6 MSTRG.10780.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00034914	ENSG00000102870.6	ZNF629	acquired_resistant	sensitive	ENST00000262525.6	MSTRG.10780.1	isoComp_00194845	isoComp_00194846	intron_retention	True	Intron retention loss	ENST00000262525.6 MSTRG.10780.1	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034914	ENSG00000102870.6	ZNF629	acquired_resistant	sensitive	ENST00000262525.6	MSTRG.10780.1	isoComp_00194845	isoComp_00194846	5_utr_seq_similarity	True	5UTR is shorter	ENST00000262525.6 MSTRG.10780.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00034988	ENSG00000103260.9	METRN	acquired_resistant	sensitive	ENST00000219542.3	ENST00000568223.7	isoComp_00195742	isoComp_00195745	tss	True	Tss more downstream	ENST00000219542.3 ENST00000568223.7	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00034988	ENSG00000103260.9	METRN	acquired_resistant	sensitive	ENST00000219542.3	ENST00000568223.7	isoComp_00195742	isoComp_00195745	tts	True	Tts more downstream	ENST00000219542.3 ENST00000568223.7	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
geneComp_00034988	ENSG00000103260.9	METRN	acquired_resistant	sensitive	ENST00000219542.3	ENST00000568223.7	isoComp_00195742	isoComp_00195745	exon_number	True	Exon loss	ENST00000219542.3 ENST00000568223.7	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00034988	ENSG00000103260.9	METRN	acquired_resistant	sensitive	ENST00000219542.3	ENST00000568223.7	isoComp_00195742	isoComp_00195745	intron_retention	True	Intron retention switch	ENST00000219542.3 ENST00000568223.7	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00034988	ENSG00000103260.9	METRN	acquired_resistant	sensitive	ENST00000219542.3	ENST00000568223.7	isoComp_00195742	isoComp_00195745	5_utr_seq_similarity	True	5UTR is longer	ENST00000219542.3 ENST00000568223.7	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00034988	ENSG00000103260.9	METRN	acquired_resistant	sensitive	ENST00000219542.3	ENST00000568223.7	isoComp_00195742	isoComp_00195745	3_utr_seq_similarity	True	3UTR is shorter	ENST00000219542.3 ENST00000568223.7	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	ENST00000262580.9	MSTRG.27800.6	isoComp_00197237	isoComp_00197256	tss	True	Tss more downstream	ENST00000262580.9 MSTRG.27800.6	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	ENST00000262580.9	MSTRG.27800.6	isoComp_00197237	isoComp_00197256	exon_number	True	Exon loss	ENST00000262580.9 MSTRG.27800.6	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	ENST00000262580.9	MSTRG.27800.6	isoComp_00197237	isoComp_00197256	intron_retention	True	Intron retention loss	ENST00000262580.9 MSTRG.27800.6	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	ENST00000262580.9	MSTRG.27800.6	isoComp_00197237	isoComp_00197256	5_utr_seq_similarity	True	5UTR is shorter	ENST00000262580.9 MSTRG.27800.6	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	MSTRG.27800.4	ENST00000533063.5	isoComp_00197254	isoComp_00197248	tss	True	Tss more upstream	MSTRG.27800.4 ENST00000533063.5	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	MSTRG.27800.4	ENST00000533063.5	isoComp_00197254	isoComp_00197248	intron_structure	True		MSTRG.27800.4 ENST00000533063.5	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	MSTRG.27800.4	ENST00000533063.5	isoComp_00197254	isoComp_00197248	exon_number	True	Exon loss	MSTRG.27800.4 ENST00000533063.5	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	MSTRG.27800.4	ENST00000533063.5	isoComp_00197254	isoComp_00197248	intron_retention	True	Intron retention gain	MSTRG.27800.4 ENST00000533063.5	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	MSTRG.27800.4	ENST00000533063.5	isoComp_00197254	isoComp_00197248	5_utr_seq_similarity	True	5UTR is longer	MSTRG.27800.4 ENST00000533063.5	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00035124	ENSG00000104518.11	GSDMD	acquired_resistant	sensitive	MSTRG.27800.4	ENST00000533063.5	isoComp_00197254	isoComp_00197248	3_utr_seq_similarity	True	3UTR is longer	MSTRG.27800.4 ENST00000533063.5	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00035390	ENSG00000105974.13	CAV1	acquired_resistant	sensitive	ENST00000341049.7	ENST00000393467.1	isoComp_00199801	isoComp_00199802	tss	True	Tss more upstream	ENST00000341049.7 ENST00000393467.1	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00035390	ENSG00000105974.13	CAV1	acquired_resistant	sensitive	ENST00000341049.7	ENST00000393467.1	isoComp_00199801	isoComp_00199802	exon_number	True	Exon gain	ENST00000341049.7 ENST00000393467.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035390	ENSG00000105974.13	CAV1	acquired_resistant	sensitive	ENST00000341049.7	ENST00000393467.1	isoComp_00199801	isoComp_00199802	intron_retention	True	Intron retention loss	ENST00000341049.7 ENST00000393467.1	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00035390	ENSG00000105974.13	CAV1	acquired_resistant	sensitive	ENST00000341049.7	ENST00000393467.1	isoComp_00199801	isoComp_00199802	5_utr_seq_similarity	True	5UTR is shorter	ENST00000341049.7 ENST00000393467.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	ENST00000674102.1	isoComp_00201133	isoComp_00201129	tss	True	Tss more downstream	MSTRG.27887.20 ENST00000674102.1	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	ENST00000674102.1	isoComp_00201133	isoComp_00201129	intron_structure	True		MSTRG.27887.20 ENST00000674102.1	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	ENST00000674102.1	isoComp_00201133	isoComp_00201129	exon_number	True	Exon loss	MSTRG.27887.20 ENST00000674102.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	ENST00000674102.1	isoComp_00201133	isoComp_00201129	5_utr_seq_similarity	True	5UTR is longer	MSTRG.27887.20 ENST00000674102.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00201133	isoComp_00201139	tss	True	Tss more downstream	MSTRG.27887.20 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00201133	isoComp_00201139	intron_structure	True		MSTRG.27887.20 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00201133	isoComp_00201139	exon_number	True	Exon loss	MSTRG.27887.20 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00201133	isoComp_00201139	intron_retention	True	Intron retention loss	MSTRG.27887.20 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00201133	isoComp_00201139	5_utr_seq_similarity	True	5UTR is longer	MSTRG.27887.20 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00201133	isoComp_00201139	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.27887.20 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	ENST00000674102.1	isoComp_00201135	isoComp_00201129	tss	True	Tss more downstream	MSTRG.27887.22 ENST00000674102.1	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	ENST00000674102.1	isoComp_00201135	isoComp_00201129	intron_structure	True		MSTRG.27887.22 ENST00000674102.1	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	ENST00000674102.1	isoComp_00201135	isoComp_00201129	exon_number	True	Exon loss	MSTRG.27887.22 ENST00000674102.1	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	ENST00000674102.1	isoComp_00201135	isoComp_00201129	5_utr_seq_similarity	True	5UTR is longer	MSTRG.27887.22 ENST00000674102.1	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	MSTRG.27887.4	isoComp_00201135	isoComp_00201139	tss	True	Tss more downstream	MSTRG.27887.22 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	MSTRG.27887.4	isoComp_00201135	isoComp_00201139	intron_structure	True		MSTRG.27887.22 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Intron Structure
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	MSTRG.27887.4	isoComp_00201135	isoComp_00201139	exon_number	True	Exon loss	MSTRG.27887.22 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	MSTRG.27887.4	isoComp_00201135	isoComp_00201139	intron_retention	True	Intron retention loss	MSTRG.27887.22 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	MSTRG.27887.4	isoComp_00201135	isoComp_00201139	5_utr_seq_similarity	True	5UTR is longer	MSTRG.27887.22 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00035537	ENSG00000107104.20	KANK1	acquired_resistant	sensitive	MSTRG.27887.22	MSTRG.27887.4	isoComp_00201135	isoComp_00201139	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.27887.22 MSTRG.27887.4	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00035752	ENSG00000108961.14	RANGRF	acquired_resistant	sensitive	ENST00000407006.8	ENST00000226105.11	isoComp_00203204	isoComp_00203203	exon_number	True	Exon loss	ENST00000407006.8 ENST00000226105.11	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035752	ENSG00000108961.14	RANGRF	acquired_resistant	sensitive	ENST00000407006.8	ENST00000226105.11	isoComp_00203204	isoComp_00203203	intron_retention	True	Intron retention gain	ENST00000407006.8 ENST00000226105.11	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00035752	ENSG00000108961.14	RANGRF	acquired_resistant	sensitive	ENST00000407006.8	ENST00000226105.11	isoComp_00203204	isoComp_00203203	3_utr_seq_similarity	True	3UTR is longer	ENST00000407006.8 ENST00000226105.11	42MGBA_TMZRes vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00035784	ENSG00000109270.13	LAMTOR3	acquired_resistant	sensitive	MSTRG.21631.3	ENST00000499666.7	isoComp_00203549	isoComp_00203546	exon_number	True	Exon gain	MSTRG.21631.3 ENST00000499666.7	42MGBA_TMZRes vs. 42MGBA	Exon Number
geneComp_00035784	ENSG00000109270.13	LAMTOR3	acquired_resistant	sensitive	MSTRG.21631.3	ENST00000499666.7	isoComp_00203549	isoComp_00203546	intron_retention	True	Intron retention loss	MSTRG.21631.3 ENST00000499666.7	42MGBA_TMZRes vs. 42MGBA	Intron Retention
geneComp_00035816	ENSG00000109686.19	SH3D19	acquired_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00204008	isoComp_00203997	tss	True	Tss more upstream	MSTRG.21933.2 ENST00000427414.2	42MGBA_TMZRes vs. 42MGBA	Alternative TSS
geneComp_00035816	ENSG00000109686.19	SH3D19	acquired_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00204008	isoComp_00203997	tts	True	Tts more upstream	MSTRG.21933.2 ENST00000427414.2	42MGBA_TMZRes vs. 42MGBA	Alternative TTS
